Ticker;Name;Country;Type;Sector;Sub Sector;Segment
CTR;ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock;United States;;;;
CTRE;CareTrust REIT Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
CTRM;Castor Maritime Inc. Common Shares;Cyprus;;Transportation;;Marine Transportation
CTRN;Citi Trends Inc. Common Stock;United States;;;;
CTS;CTS Corporation Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
CTSH;Cognizant Technology Solutions Corporation Class A Common Stock;United States;;Technology;;EDP Services
CTSO;Cytosorbents Corporation Common Stock;United States;;Health Care;;Medical/Dental Instruments
CTT;CatchMark Timber Trust Inc. Class A Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
CTVA;Corteva Inc. Common Stock ;;;Basic Industries;;Major Chemicals
CTXR;Citius Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CTXRW;Citius Pharmaceuticals Inc. Warrant;United States;;Health Care;;Major Pharmaceuticals
CTXS;Citrix Systems Inc. Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
CUBA;Herzfeld Caribbean Basin Fund Inc. (The) Common Stock;United States;;Finance;;Investment Managers
CUBB;Customers Bancorp Inc 5.375% Subordinated Notes Due 2034;United States;;Finance;;Major Banks
CUBE;CubeSmart Common Shares;United States;;Consumer Services;;Real Estate Investment Trusts
CUBI;Customers Bancorp Inc Common Stock;United States;;Finance;;Major Banks
CUBI^C;Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series C;United States;;;;
CUBI^D;Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D;United States;;;;
CUBI^E;Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series E;United States;;;;
CUBI^F;Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F;United States;;;;
CUE;Cue Biopharma Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CUEN;Cuentas Inc. Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
CUENW;Cuentas Inc. Warrant;United States;;Miscellaneous;;Business Services
CUK;Carnival Plc ADS ADS;United States;;;;
CULP;Culp Inc. Common Stock;United States;;Basic Industries;;Textiles
CURI;CuriosityStream Inc. Class A Common Stock;United States;;Consumer Services;;Broadcasting
CURIW;CuriosityStream Inc. Warrant;United States;;Consumer Services;;Movies/Entertainment
CURO;CURO Group Holdings Corp. Common Stock;;;Finance;;Diversified Financial Services
CUTR;Cutera Inc. Common Stock;United States;;Health Care;;Biotechnology: Electromedical & Electrotherapeutic Apparatus
CUZ;Cousins Properties Incorporated Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
CVA;Covanta Holding Corporation Common Stock;United States;;;;
CVAC;CureVac N.V. Ordinary Shares;Germany;;Health Care;;Major Pharmaceuticals
CVBF;CVB Financial Corporation Common Stock;United States;;Finance;;Major Banks
CVCO;Cavco Industries Inc. Common Stock When Issued;United States;;Basic Industries;;Homebuilding
CVCY;Central Valley Community Bancorp Common Stock;United States;;Finance;;Major Banks
CVE;Cenovus Energy Inc Common Stock;Canada;;;;
CVEO;Civeo Corporation (Canada) Common Shares;;;;;
CVET;Covetrus Inc. Common Stock;United States;;Health Care;;Managed Health Care
CVGI;Commercial Vehicle Group Inc. Common Stock;United States;;Capital Goods;;Auto Parts:O.E.M.
CVGW;Calavo Growers Inc. Common Stock;United States;;Consumer Non-Durables;;Specialty Foods
CVI;CVR Energy Inc. Common Stock;United States;;Energy;;Integrated oil Companies
CVII;Churchill Capital Corp VII Class A Common Stock;;;;;
CVLG;Covenant Logistics Group Inc. Class A Common Stock;United States;;Transportation;;Trucking Freight/Courier Services
CVLT;Commvault Systems Inc. Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
CVLY;Codorus Valley Bancorp Inc Common Stock;United States;;Finance;;Savings Institutions
CVM;Cel-Sci Corporation Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
CVNA;Carvana Co. Class A Common Stock;United States;;Consumer Services;;Other Specialty Stores
CVR;Chicago Rivet & Machine Co. Common Stock;United States;;Consumer Non-Durables;;Industrial Specialties
CVS;CVS Health Corporation Common Stock;United States;;Health Care;;Managed Health Care
CVU;CPI Aerostructures Inc. Common Stock;United States;;Capital Goods;;Military/Government/Technical
CVV;CVD Equipment Corporation Common Stock;United States;;Technology;;Industrial Machinery/Components
CVX;Chevron Corporation Common Stock;United States;;Energy;;Integrated oil Companies
CW;Curtiss-Wright Corporation Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
CWBC;Community West Bancshares Common Stock;United States;;Finance;;Major Banks
CWBR;CohBar Inc. Common Stock;United States;;Health Care;;Biotechnology: In Vitro & In Vivo Diagnostic Substances
CWCO;Consolidated Water Co. Ltd. Ordinary Shares;Cayman Islands;;Public Utilities;;Water Supply
CWEN;Clearway Energy Inc. Class C Common Stock;United States;;Public Utilities;;Electric Utilities: Central
CWH;Camping World Holdings Inc. Class A Commom Stock;United States;;Capital Goods;;Recreational Products/Toys
CWK;Cushman & Wakefield plc Ordinary Shares;;;Finance;;Real Estate
CWST;Casella Waste Systems Inc. Class A Common Stock;United States;;Public Utilities;;Environmental Services
CWT;California Water Service Group Common Stock;United States;;Public Utilities;;Water Supply
CX;Cemex S.A.B. de C.V. Sponsored ADR;Mexico;;Capital Goods;;Building Materials
CXDC;China XD Plastics Company Limited Common Stock;China;;Consumer Non-Durables;;Plastic Products
CXDO;Crexendo Inc. Common Stock;United States;;Consumer Services;;Telecommunications Equipment
CXE;MFS High Income Municipal Trust Common Stock;United States;;;;
CXH;MFS Investment Grade Municipal Trust Common Stock;United States;;;;
CXP;Columbia Property Trust Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
CXW;CoreCivic Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
CYAD;Celyad Oncology SA American Depositary Shares;Belgium;;Health Care;;Major Pharmaceuticals
CYAN;Cyanotech Corporation Common Stock;United States;;Consumer Non-Durables;;Farming/Seeds/Milling
CYBE;CyberOptics Corporation Common Stock;United States;;Capital Goods;;Electronic Components
CYBR;CyberArk Software Ltd. Ordinary Shares;Israel;;Technology;;Computer Software: Prepackaged Software
CYCC;Cyclacel Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CYCN;Cyclerion Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CYD;China Yuchai International Limited Common Stock;Singapore;;Capital Goods;;Construction/Ag Equipment/Trucks
CYH;Community Health Systems Inc. Common Stock;United States;;Health Care;;Hospital/Nursing Management
CYRN;CYREN Ltd. Ordinary Shares;United States;;Technology;;Computer Software: Prepackaged Software
CYRX;CryoPort Inc. Common Stock;United States;;;;
CYTH;Cyclo Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CYTHW;Cyclo Therapeutics Inc. Warrant;United States;;Basic Industries;;Major Chemicals
CYTK;Cytokinetics Incorporated Common Stock;United States;;Health Care;;Major Pharmaceuticals
CZNC;Citizens & Northern Corp Common Stock;United States;;Finance;;Major Banks
CZR;Caesars Entertainment Inc. Common Stock;United States;;Consumer Services;;Hotels/Resorts
CZWI;Citizens Community Bancorp Inc. Common Stock;United States;;Finance;;Savings Institutions
D;Dominion Energy Inc. Common Stock;United States;;Public Utilities;;Electric Utilities: Central
DAC;Danaos Corporation Common Stock;Greece;;Transportation;;Marine Transportation
DADA;Dada Nexus Limited American Depositary Shares;China;;Consumer Services;;Department/Specialty Retail Stores
DAIO;Data I/O Corporation Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
DAKT;Daktronics Inc. Common Stock;United States;;Capital Goods;;Office Equipment/Supplies/Services
DAL;Delta Air Lines Inc. Common Stock;United States;;Transportation;;Air Freight/Delivery Services
DAN;Dana Incorporated Common Stock ;United States;;Capital Goods;;Auto Parts:O.E.M.
DAO;Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share;;;Consumer Services;;Other Consumer Services
DAPR;FT Cboe Vest U.S. Equity Deep Buffer ETF - April;United States;;;;
DAR;Darling Ingredients Inc. Common Stock;United States;;Consumer Non-Durables;;Farming/Seeds/Milling
DARE;Dare Bioscience Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
DASH;DoorDash Inc. Class A Common Stock;;;Capital Goods;;Industrial Machinery/Components
DAUG;FT Cboe Vest U.S. Equity Deep Buffer ETF - August;United States;;;;
DAVA;Endava plc American Depositary Shares (each representing one Class A Ordinary Share);;;Technology;;EDP Services
DAWN;Day One Biopharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
DB;Deutsche Bank AG Common Stock;Germany;;Finance;;Commercial Banks
DBD;Diebold Nixdorf Incorporated Common Stock;United States;;Technology;;EDP Services
DBDR;Roman DBDR Tech Acquisition Corp. Class A Common Stock;United States;;;;
DBDRU;Roman DBDR Tech Acquisition Corp. Unit;United States;;;;
DBDRW;Roman DBDR Tech Acquisition Corp. Warrant;United States;;Finance;;Business Services
DBGI;Digital Brands Group Inc. Common Stock;United States;;Consumer Non-Durables;;Apparel
DBGIW;Digital Brands Group Inc. Warrant;United States;;Consumer Services;;Clothing/Shoe/Accessory Stores
DBI;Designer Brands Inc. Class A Common Stock;United States;;Consumer Services;;Clothing/Shoe/Accessory Stores
DBL;DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest;United States;;;;
DBOC;Innovator Double Stacker 9 Buffer ETF - October;;;;;
DBTX;Decibel Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
DBVT;DBV Technologies S.A. American Depositary Shares;France;;Health Care;;Major Pharmaceuticals
DBX;Dropbox Inc. Class A Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
DCBO;Docebo Inc. Common Shares;Canada;;;;
DCF;BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock;;;;;
DCI;Donaldson Company Inc. Common Stock;United States;;Capital Goods;;Pollution Control Equipment
DCO;Ducommun Incorporated Common Stock;United States;;Capital Goods;;Military/Government/Technical
DCOM;Dime Community Bancshares Inc. Common Stock;United States;;Finance;;Savings Institutions
DCOMP;Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A;United States;;Finance;;Savings Institutions
DCP;DCP Midstream  LP Common Units ;United States;;Public Utilities;;Natural Gas Distribution
DCP^B;DCP Midstream LP 7.875% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units;United States;;;;
DCP^C;DCP Midstream LP 7.95% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units;United States;;;;
DCPH;Deciphera Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
DCRB;Decarbonization Plus Acquisition Corporation Class A Common Stock;United States;;;;
DCRBU;Decarbonization Plus Acquisition Corporation Unit;United States;;;;
DCRBW;Decarbonization Plus Acquisition Corporation Warrant;United States;;Finance;;Business Services
DCRC;Decarbonization Plus Acquisition Corporation III Class A Common Stock;United States;;;;
DCRCU;Decarbonization Plus Acquisition Corporation III Unit;United States;;;;
DCRCW;Decarbonization Plus Acquisition Corporation III Warrant;United States;;Finance;;Business Services
DCRN;Decarbonization Plus Acquisition Corporation II Class A Common stock;United States;;;;
DCRNU;Decarbonization Plus Acquisition Corporation II Unit;United States;;;;
DCRNW;Decarbonization Plus Acquisition Corporation II Warrant;United States;;Finance;;Business Services
DCT;Duck Creek Technologies Inc. Common Stock;United States;;Technology;;Retail: Computer Software & Peripheral Equipment
DCTH;Delcath Systems Inc. Common Stock;United States;;Health Care;;Medical Specialities
DCUE;Dominion Energy Inc. 2019 Series A Corporate Units;United States;;Public Utilities;;Electric Utilities: Central
DD;DuPont de Nemours Inc. Common Stock;;;Capital Goods;;Wholesale Distributors
DDD;3D Systems Corporation Common Stock;United States;;Technology;;Computer peripheral equipment
DDEC;FT Cboe Vest U.S. Equity Deep Buffer ETF - December;United States;;;;
DDF;Delaware Investments Dividend & Income Fund Inc. Common Stock;United States;;;;
DDMX;DD3 Acquisition Corp. II Class A Common Stock;Mexico;;Finance;;Business Services
DDMXU;DD3 Acquisition Corp. II Unit;Mexico;;;;
DDMXW;DD3 Acquisition Corp. II Warrant;Mexico;;Finance;;Business Services
DDOG;Datadog Inc. Class A Common Stock;United States;;Technology;;EDP Services
DDS;Dillard's Inc. Common Stock;United States;;Consumer Services;;Department/Specialty Retail Stores
DDT;Dillard's Capital Trust I;United States;;Consumer Services;;Department/Specialty Retail Stores
DE;Deere & Company Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
DEA;Easterly Government Properties Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
DECK;Deckers Outdoor Corporation Common Stock;United States;;Consumer Non-Durables;;Shoe Manufacturing
DECZ;TrueShares Structured Outcome (December) ETF;United States;;;;
DEFN;Emles Trust Emles Protective Allocation ETF;;;;;
DEH;D8 Holdings Corp. Class A Ordinary Shares;Hong Kong;;Finance;;Business Services
DEI;Douglas Emmett Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
DELL;Dell Technologies Inc. Class C Common Stock ;;;Technology;;Computer Manufacturing
DEN;Denbury Inc. Common Stock;;;Energy;;Oil & Gas Production
DENN;Denny's Corporation Common Stock;United States;;Consumer Services;;Restaurants
DEO;Diageo plc Common Stock;United Kingdom;;Consumer Non-Durables;;Beverages (Production/Distribution)
DESP;Despegar.com Corp. Ordinary Shares;;;Transportation;;Other Consumer Services
DEX;Delaware Enhanced Global Dividend Common Shares of Beneficial Interest;United States;;;;
DFEB;FT Cboe Vest U.S. Equity Deep Buffer ETF - February;United States;;;;
DFFN;Diffusion Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
DFH;Dream Finders Homes Inc. Class A Common Stock;United States;;;;
DFHY;TrimTabs Donoghue Forlines Tactical High Yield ETF;;;;;
DFIN;Donnelley Financial Solutions Inc. Common Stock ;;;Finance;;Investment Managers
DFNS;LGL Systems Acquisition Corp. Common Stock;United States;;;;
DFNV;TrimTabs Donoghue Forlines Risk Managed Innovation ETF;;;;;
DFP;Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock;;;;;
DFPH;DFP Healthcare Acquisitions Corp. Class A Common Stock;United States;;Finance;;Major Banks
DFPHU;DFP Healthcare Acquisitions Corp. Unit;United States;;Finance;;Major Banks
DFPHW;DFP Healthcare Acquisitions Corp. Warrant;United States;;Finance;;Major Banks
